0.035500,0.071003,0.106511,0.142025,0.177549,0.213085,0.248636,0.284203,0.319789,0.355396,0.391027,0.426685,0.462371,0.498088,0.533838,0.569624,0.605448,0.641312,0.677219,0.713172,0.749172,0.785221,0.821323,0.857480,0.893693,0.929968,0.966305,1.002709,1.039177,1.075708,1.112298,1.148952,1.185700,1.222604,1.259703,1.296799,1.333190,1.368653,1.412091,1.393128,1.382140,1.370230,1.357619,1.345013,1.332611,1.320377,1.308251,1.296203,1.284230,1.272339,1.260534,1.248818,1.237189,1.225646,1.214190,1.202818,1.191530,1.180325,1.169204,1.158165,1.147209,1.136335,1.125542,1.114830,1.104198,1.093645,1.083172,1.072778,1.062463,1.052225,1.042064,1.031980,1.021973,1.012041,1.002185,0.992404,0.982697,0.973063,0.963504,0.954017,0.944602,0.935260,0.925989,0.916788,0.907659,0.898599,0.889608,0.880687,0.871834,0.863049,0.854332,0.845682,0.837098,0.828581,0.820129,0.811742,0.803420,0.795162,0.786967,0.778836,0.770768,0.762762,0.754817,0.746934,0.739112,0.731351,0.723649,0.716006,0.708423,0.700898,0.693431,0.686022,0.678669,0.671374,0.664134,0.656951,0.649822,0.642749,0.635729,0.628764,0.621852,0.614993,0.608187,0.601432,0.594729,0.588078,0.581477,0.574926,0.568425,0.561974,0.555571,0.549217,0.542911,0.536653,0.530442,0.524277,0.518159,0.512087,0.506060,0.500078,0.494140,0.488247,0.482397,0.476591,0.470827,0.465106,0.459427,0.453789,0.448192,0.442636,0.437120,0.431645,0.426208,0.420811,0.415452,0.410131,0.404848,0.399603,0.394394,0.389222,0.384086,0.378985,0.373920,0.368890,0.363894,0.358932,0.354004,0.349109,0.344247,0.339418,0.334620,0.329854,0.325120,0.320416,0.315742,0.311099,0.306485,0.301901,0.297345,0.292818,0.288319,0.283848,0.279404,0.274987,0.270596,0.266232,0.261893,0.257580,0.253291,0.249027,0.244788,0.240572,0.236380,0.232211,0.228064,0.223940,0.219838,0.215757,0.211698,0.207659,0.203641,0.199643,0.195665,0.191706,0.187766,0.183844,0.179941,0.176055,0.172187,0.168336,0.164502,0.160685,0.156883,0.153097,0.149326,0.145570,0.141829,0.138101,0.134388,0.130689,0.127002,0.123328,0.119667,0.116017,0.112379,0.108752,0.105134,0.101528,0.097932,0.094347,0.090775,0.087216,0.083670,0.080133,0.076598,0.073053,0.069487,0.065895,0.062295,0.058738,0.055312,0.052119,0.049190,0.046345,0.043025,0.038294,0.031327,0.022796,0.017129,0.023841,0.052238,0.089032,0.054296,-0.206459,-0.572349,1.255800,
0.031460,0.062922,0.094388,0.125862,0.157344,0.188837,0.220343,0.251865,0.283404,0.314964,0.346545,0.378151,0.409783,0.441444,0.473137,0.504862,0.536623,0.568421,0.600259,0.632139,0.664064,0.696035,0.728054,0.760125,0.792248,0.824427,0.856663,0.888959,0.921317,0.953739,0.986228,1.018785,1.051413,1.084114,1.116889,1.149742,1.182675,1.215690,1.248789,1.281977,1.315254,1.348621,1.382074,1.415610,1.449233,1.482974,1.516894,1.551032,1.585191,1.618667,1.651238,1.691806,1.669995,1.656182,1.641468,1.626075,1.610710,1.595569,1.580618,1.565795,1.551072,1.536446,1.521921,1.507503,1.493194,1.478992,1.464898,1.450909,1.437024,1.423243,1.409565,1.395989,1.382515,1.369143,1.355871,1.342699,1.329626,1.316652,1.303776,1.290998,1.278316,1.265730,1.253239,1.240843,1.228542,1.216334,1.204218,1.192195,1.180263,1.168423,1.156672,1.145011,1.133439,1.121956,1.110560,1.099251,1.088029,1.076892,1.065840,1.054874,1.043991,1.033191,1.022474,1.011839,1.001285,0.990812,0.980419,0.970106,0.959872,0.949716,0.939637,0.929636,0.919711,0.909861,0.900087,0.890388,0.880763,0.871210,0.861731,0.852324,0.842988,0.833723,0.824529,0.815404,0.806349,0.797362,0.788442,0.779591,0.770806,0.762087,0.753433,0.744845,0.736321,0.727860,0.719463,0.711128,0.702856,0.694645,0.686495,0.678405,0.670374,0.662403,0.654490,0.646636,0.638839,0.631098,0.623414,0.615785,0.608212,0.600693,0.593228,0.585817,0.578458,0.571152,0.563897,0.556694,0.549541,0.542439,0.535386,0.528381,0.521426,0.514518,0.507657,0.500844,0.494076,0.487354,0.480678,0.474045,0.467457,0.460913,0.454412,0.447953,0.441535,0.435160,0.428825,0.422530,0.416276,0.410060,0.403884,0.397745,0.391645,0.385581,0.379554,0.373563,0.367608,0.361688,0.355803,0.349951,0.344133,0.338348,0.332596,0.326876,0.321187,0.315529,0.309902,0.304305,0.298737,0.293198,0.287688,0.282205,0.276750,0.271322,0.265921,0.260545,0.255195,0.249870,0.244570,0.239293,0.234040,0.228810,0.223602,0.218416,0.213252,0.208109,0.202986,0.197884,0.192801,0.187737,0.182692,0.177665,0.172655,0.167663,0.162687,0.157727,0.152783,0.147855,0.142941,0.138041,0.133155,0.128282,0.123422,0.118575,0.113739,0.108915,0.104101,0.099298,0.094505,0.089721,0.084947,0.080181,0.075423,0.070672,0.065929,0.061192,0.056461,0.051736,0.047016,0.042301,0.037590,0.032883,0.028180,0.023479,0.018780,0.014083,0.009388,0.004694,
0.024473,0.048948,0.073427,0.097912,0.122404,0.146906,0.171418,0.195944,0.220485,0.245043,0.269619,0.294217,0.318836,0.343481,0.368151,0.392850,0.417579,0.442339,0.467134,0.491964,0.516832,0.541739,0.566688,0.591679,0.616716,0.641800,0.666933,0.692117,0.717353,0.742643,0.767991,0.793396,0.818862,0.844389,0.869981,0.895638,0.921363,0.947158,0.973024,0.998964,1.024979,1.051071,1.077242,1.103494,1.129829,1.156249,1.182755,1.209350,1.236035,1.262813,1.289684,1.316652,1.343718,1.370884,1.398151,1.425522,1.452999,1.480584,1.508277,1.536082,1.564000,1.592033,1.620182,1.648451,1.676841,1.705356,1.733997,1.762763,1.791651,1.820657,1.849785,1.879065,1.908560,1.938305,1.968106,1.997256,2.025535,2.061844,2.035806,2.017799,1.998923,1.979399,1.959934,1.940725,1.921736,1.902906,1.884206,1.865632,1.847190,1.828884,1.810715,1.792683,1.774787,1.757023,1.739393,1.721893,1.704524,1.687284,1.670172,1.653189,1.636332,1.619601,1.602995,1.586513,1.570154,1.553918,1.537802,1.521807,1.505931,1.490173,1.474533,1.459010,1.443602,1.428309,1.413130,1.398064,1.383110,1.368267,1.353535,1.338912,1.324397,1.309989,1.295689,1.281494,1.267404,1.253417,1.239534,1.225753,1.212074,1.198494,1.185015,1.171633,1.158350,1.145163,1.132073,1.119077,1.106176,1.093368,1.080653,1.068029,1.055496,1.043053,1.030699,1.018433,1.006254,0.994162,0.982155,0.970233,0.958395,0.946640,0.934967,0.923376,0.911865,0.900433,0.889081,0.877806,0.866609,0.855488,0.844442,0.833471,0.822574,0.811750,0.800998,0.790317,0.779707,0.769166,0.758694,0.748291,0.737954,0.727684,0.717480,0.707340,0.697265,0.687252,0.677302,0.667414,0.657586,0.647818,0.638110,0.628460,0.618867,0.609331,0.599852,0.590427,0.581057,0.571740,0.562477,0.553265,0.544105,0.534995,0.525935,0.516924,0.507961,0.499046,0.490177,0.481354,0.472576,0.463842,0.455152,0.446505,0.437900,0.429336,0.420812,0.412328,0.403884,0.395477,0.387108,0.378776,0.370479,0.362218,0.353991,0.345798,0.337638,0.329511,0.321414,0.313348,0.305313,0.297306,0.289328,0.281378,0.273455,0.265558,0.257686,0.249839,0.242016,0.234217,0.226440,0.218685,0.210951,0.203238,0.195544,0.187869,0.180212,0.172572,0.164949,0.157343,0.149751,0.142174,0.134611,0.127061,0.119523,0.111996,0.104481,0.096976,0.089480,0.081993,0.074513,0.067041,0.059576,0.052116,0.044662,0.037211,0.029765,0.022321,0.014880,0.007439,
0.021470,0.042942,0.064417,0.085898,0.107385,0.128881,0.150387,0.171906,0.193437,0.214985,0.236549,0.258133,0.279737,0.301363,0.323013,0.344689,0.366392,0.388125,0.409888,0.431684,0.453515,0.475381,0.497285,0.519229,0.541213,0.563241,0.585313,0.607432,0.629599,0.651815,0.674083,0.696404,0.718781,0.741214,0.763705,0.786257,0.808870,0.831547,0.854289,0.877099,0.899977,0.922925,0.945946,0.969041,0.992212,1.015460,1.038787,1.062195,1.085686,1.109261,1.132923,1.156672,1.180511,1.204441,1.228464,1.252583,1.276797,1.301110,1.325524,1.350039,1.374657,1.399381,1.424212,1.449152,1.474202,1.499364,1.524641,1.550034,1.575544,1.601173,1.626924,1.652797,1.678795,1.704919,1.731171,1.757553,1.784067,1.810715,1.837500,1.864424,1.891484,1.918679,1.946004,1.973463,2.001085,2.028933,2.057045,2.085221,2.112760,2.139437,2.174156,2.146538,2.126962,2.106527,2.085455,2.064452,2.043715,2.023208,2.002869,1.982671,1.962608,1.942686,1.922910,1.903280,1.883796,1.864456,1.845258,1.826201,1.807284,1.788506,1.769865,1.751362,1.732994,1.714760,1.696660,1.678693,1.660857,1.643152,1.625576,1.608129,1.590808,1.573614,1.556545,1.539601,1.522779,1.506080,1.489501,1.473043,1.456703,1.440482,1.424377,1.408389,1.392515,1.376755,1.361108,1.345572,1.330148,1.314833,1.299627,1.284529,1.269537,1.254651,1.239870,1.225193,1.210618,1.196145,1.181773,1.167500,1.153326,1.139250,1.125271,1.111387,1.097599,1.083904,1.070301,1.056791,1.043371,1.030042,1.016801,1.003648,0.990582,0.977602,0.964707,0.951896,0.939168,0.926522,0.913957,0.901473,0.889068,0.876741,0.864492,0.852318,0.840221,0.828198,0.816248,0.804371,0.792566,0.780831,0.769166,0.757570,0.746042,0.734581,0.723186,0.711856,0.700591,0.689389,0.678249,0.667170,0.656152,0.645194,0.634294,0.623453,0.612668,0.601939,0.591265,0.580645,0.570078,0.559564,0.549101,0.538689,0.528326,0.518013,0.507746,0.497527,0.487354,0.477226,0.467143,0.457102,0.447104,0.437148,0.427233,0.417357,0.407520,0.397721,0.387960,0.378235,0.368545,0.358889,0.349268,0.339679,0.330122,0.320596,0.311100,0.301633,0.292195,0.282785,0.273401,0.264043,0.254709,0.245400,0.236114,0.226851,0.217609,0.208387,0.199185,0.190003,0.180838,0.171690,0.162559,0.153443,0.144341,0.135253,0.126179,0.117116,0.108064,0.099023,0.089991,0.080967,0.071951,0.062942,0.053940,0.044942,0.035948,0.026958,0.017971,0.008985,
0.014254,0.028510,0.042768,0.057030,0.071297,0.085570,0.099851,0.114141,0.128440,0.142751,0.157075,0.171412,0.185765,0.200134,0.214520,0.228926,0.243351,0.257798,0.272268,0.286762,0.301281,0.315826,0.330399,0.345001,0.359634,0.374298,0.388994,0.403725,0.418491,0.433294,0.448135,0.463015,0.477935,0.492897,0.507902,0.522951,0.538046,0.553188,0.568378,0.583617,0.598906,0.614248,0.629643,0.645093,0.660598,0.676160,0.691781,0.707461,0.723203,0.739006,0.754874,0.770806,0.786804,0.802869,0.819004,0.835208,0.851483,0.867832,0.884254,0.900752,0.917326,0.933978,0.950709,0.967520,0.984414,1.001390,1.018451,1.035598,1.052832,1.070154,1.087566,1.105069,1.122664,1.140353,1.158138,1.176018,1.193996,1.212074,1.230251,1.248531,1.266913,1.285400,1.303993,1.322692,1.341501,1.360419,1.379448,1.398590,1.417845,1.437216,1.456703,1.476309,1.496033,1.515879,1.535846,1.555937,1.576152,1.596494,1.616963,1.637561,1.658290,1.679150,1.700143,1.721271,1.742534,1.763935,1.785474,1.807153,1.828974,1.850937,1.873045,1.895298,1.917697,1.940245,1.962943,1.985793,2.008797,2.031957,2.055271,2.078735,2.102344,2.126104,2.150043,2.174222,2.198678,2.223215,2.247126,2.270191,2.301310,2.270105,2.246954,2.222956,2.198333,2.173790,2.149525,2.125500,2.101654,2.077958,2.054407,2.031006,2.007760,1.984669,1.961732,1.938947,1.916312,1.893825,1.871484,1.849289,1.827238,1.805329,1.783561,1.761933,1.740444,1.719092,1.697875,1.676793,1.655843,1.635025,1.614336,1.593777,1.573344,1.553038,1.532856,1.512797,1.492860,1.473043,1.453345,1.433765,1.414301,1.394952,1.375716,1.356592,1.337580,1.318676,1.299881,1.281192,1.262609,1.244130,1.225753,1.207478,1.189302,1.171226,1.153246,1.135362,1.117573,1.099877,1.082273,1.064759,1.047335,1.029998,1.012748,0.995583,0.978502,0.961504,0.944587,0.927749,0.910991,0.894309,0.877704,0.861173,0.844715,0.828329,0.812014,0.795768,0.779591,0.763480,0.747434,0.731453,0.715534,0.699677,0.683880,0.668142,0.652462,0.636838,0.621269,0.605753,0.590290,0.574878,0.559516,0.544203,0.528937,0.513716,0.498541,0.483408,0.468318,0.453269,0.438259,0.423288,0.408353,0.393454,0.378589,0.363758,0.348958,0.334189,0.319450,0.304738,0.290053,0.275393,0.260758,0.246145,0.231554,0.216983,0.202432,0.187898,0.173381,0.158879,0.144391,0.129916,0.115452,0.100998,0.086553,0.072116,0.057685,0.043259,0.028838,0.014418,
0.010405,0.020811,0.031218,0.041629,0.052043,0.062463,0.072888,0.083320,0.093760,0.104208,0.114667,0.125136,0.135616,0.146109,0.156616,0.167138,0.177675,0.188228,0.198799,0.209389,0.219998,0.230627,0.241278,0.251951,0.262648,0.273369,0.284115,0.294888,0.305688,0.316516,0.327374,0.338262,0.349181,0.360132,0.371117,0.382135,0.393189,0.404279,0.415406,0.426572,0.437776,0.449021,0.460307,0.471635,0.483006,0.494422,0.505882,0.517389,0.528943,0.540545,0.552196,0.563897,0.575650,0.587455,0.599313,0.611225,0.623192,0.635216,0.647297,0.659436,0.671634,0.683893,0.696214,0.708596,0.721042,0.733553,0.746129,0.758771,0.771481,0.784259,0.797108,0.810026,0.823017,0.836080,0.849217,0.862429,0.875716,0.889081,0.902524,0.916045,0.929647,0.943330,0.957095,0.970943,0.984875,0.998893,1.012998,1.027190,1.041470,1.055840,1.070301,1.084854,1.099500,1.114239,1.129074,1.144005,1.159033,1.174159,1.189385,1.204711,1.220139,1.235670,1.251304,1.267043,1.282889,1.298841,1.314902,1.331071,1.347352,1.363744,1.380248,1.396866,1.413599,1.430449,1.447415,1.464499,1.481703,1.499028,1.516474,1.534043,1.551736,1.569553,1.587497,1.605569,1.623768,1.642098,1.660558,1.679150,1.697875,1.716734,1.735729,1.754860,1.774129,1.793537,1.813084,1.832773,1.852604,1.872579,1.892697,1.912962,1.933373,1.953934,1.974646,1.995509,2.016523,2.037684,2.058986,2.080433,2.102054,2.123912,2.146041,2.168245,2.189819,2.210539,2.239308,2.205747,2.180233,2.153866,2.126866,2.099940,2.073283,2.046858,2.020605,1.994494,1.968519,1.942686,1.916998,1.891457,1.866060,1.840805,1.815690,1.790714,1.765873,1.741167,1.716594,1.692153,1.667841,1.643658,1.619601,1.595670,1.571861,1.548174,1.524607,1.501159,1.477827,1.454610,1.431507,1.408515,1.385634,1.362861,1.340195,1.317634,1.295178,1.272823,1.250568,1.228413,1.206354,1.184391,1.162522,1.140746,1.119060,1.097463,1.075954,1.054530,1.033191,1.011934,0.990759,0.969663,0.948644,0.927702,0.906835,0.886040,0.865317,0.844664,0.824079,0.803560,0.783107,0.762716,0.742388,0.722120,0.701910,0.681758,0.661661,0.641618,0.621627,0.601686,0.581795,0.561951,0.542153,0.522399,0.502688,0.483018,0.463388,0.443796,0.424239,0.404718,0.385230,0.365773,0.346347,0.326949,0.307578,0.288232,0.268909,0.249609,0.230330,0.211069,0.191826,0.172598,0.153385,0.134184,0.114994,0.095814,0.076642,0.057476,0.038315,0.019157,
0.007326,0.014652,0.021980,0.029311,0.036644,0.043980,0.051321,0.058667,0.066018,0.073376,0.080741,0.088114,0.095496,0.102887,0.110288,0.117699,0.125122,0.132557,0.140005,0.147467,0.154943,0.162434,0.169941,0.177464,0.185004,0.192562,0.200139,0.207736,0.215352,0.222989,0.230648,0.238329,0.246033,0.253760,0.261512,0.269290,0.277093,0.284922,0.292779,0.300665,0.308579,0.316522,0.324496,0.332501,0.340537,0.348607,0.356709,0.364845,0.373016,0.381223,0.389466,0.397745,0.406063,0.414418,0.422814,0.431248,0.439724,0.448241,0.456801,0.465403,0.474049,0.482739,0.491475,0.500257,0.509085,0.517961,0.526886,0.535859,0.544882,0.553956,0.563081,0.572258,0.581488,0.590772,0.600110,0.609504,0.618953,0.628460,0.638024,0.647646,0.657327,0.667069,0.676871,0.686735,0.696661,0.706650,0.716703,0.726821,0.737004,0.747253,0.757570,0.767955,0.778408,0.788931,0.799525,0.810189,0.820926,0.831735,0.842618,0.853575,0.864608,0.875716,0.886902,0.898165,0.909507,0.920929,0.932430,0.944013,0.955678,0.967425,0.979256,0.991171,1.003172,1.015259,1.027433,1.039694,1.052045,1.064484,1.077015,1.089636,1.102350,1.115156,1.128057,1.141052,1.154142,1.167329,1.180614,1.193996,1.207478,1.221059,1.234742,1.248526,1.262412,1.276402,1.290497,1.304696,1.319002,1.333415,1.347935,1.362565,1.377304,1.392153,1.407114,1.422188,1.437374,1.452675,1.468091,1.483623,1.499272,1.515038,1.530923,1.546928,1.563054,1.579300,1.595670,1.612162,1.628779,1.645520,1.662388,1.679383,1.696505,1.713757,1.731138,1.748649,1.766292,1.784067,1.801977,1.820023,1.838205,1.856523,1.874971,1.893545,1.912248,1.931109,1.950188,1.969524,1.988916,2.007661,2.025535,2.051439,2.014996,1.986581,1.957294,1.927356,1.897471,1.867837,1.838416,1.809146,1.779998,1.750966,1.722055,1.693268,1.664606,1.636067,1.607649,1.579349,1.551164,1.523094,1.495135,1.467286,1.439545,1.411911,1.384381,1.356953,1.329626,1.302398,1.275266,1.248230,1.221286,1.194433,1.167669,1.140993,1.114401,1.087893,1.061467,1.035120,1.008851,0.982658,0.956538,0.930491,0.904514,0.878604,0.852761,0.826983,0.801267,0.775611,0.750015,0.724475,0.698989,0.673557,0.648176,0.622844,0.597560,0.572321,0.547125,0.521971,0.496857,0.471780,0.446740,0.421734,0.396759,0.371815,0.346900,0.322010,0.297146,0.272304,0.247483,0.222681,0.197896,0.173126,0.148369,0.123623,0.098887,0.074159,0.049436,0.024717,
0.006442,0.012885,0.019330,0.025776,0.032225,0.038677,0.045132,0.051593,0.058058,0.064529,0.071006,0.077490,0.083982,0.090483,0.096992,0.103510,0.110039,0.116579,0.123130,0.129693,0.136269,0.142858,0.149461,0.156079,0.162713,0.169362,0.176027,0.182710,0.189411,0.196131,0.202869,0.209627,0.216406,0.223206,0.230027,0.236871,0.243738,0.250629,0.257544,0.264484,0.271449,0.278441,0.285460,0.292507,0.299581,0.306685,0.313818,0.320982,0.328176,0.335402,0.342660,0.349951,0.357276,0.364635,0.372028,0.379458,0.386923,0.394425,0.401965,0.409543,0.417161,0.424817,0.432514,0.440252,0.448032,0.455853,0.463718,0.471627,0.479580,0.487578,0.495621,0.503711,0.511848,0.520033,0.528267,0.536549,0.544882,0.553265,0.561700,0.570186,0.578725,0.587318,0.595964,0.604666,0.613423,0.622236,0.631106,0.640034,0.649020,0.658065,0.667170,0.676336,0.685563,0.694852,0.704203,0.713618,0.723097,0.732641,0.742251,0.751927,0.761670,0.771481,0.781360,0.791309,0.801328,0.811418,0.821579,0.831812,0.842119,0.852499,0.862954,0.873484,0.884091,0.894774,0.905534,0.916373,0.927291,0.938289,0.949368,0.960528,0.971770,0.983095,0.994504,1.005998,1.017576,1.029241,1.040993,1.052832,1.064759,1.076776,1.088883,1.101080,1.113369,1.125751,1.138225,1.150794,1.163457,1.176216,1.189071,1.202023,1.215074,1.228223,1.241471,1.254820,1.268270,1.281822,1.295477,1.309236,1.323098,1.337067,1.351141,1.365322,1.379611,1.394008,1.408515,1.423132,1.437860,1.452700,1.467652,1.482718,1.497898,1.513194,1.528605,1.544133,1.559779,1.575544,1.591428,1.607432,1.623557,1.639803,1.656173,1.672665,1.689282,1.706024,1.722894,1.739892,1.757019,1.774274,1.791651,1.809146,1.826763,1.844529,1.862507,1.880732,1.899006,1.916624,1.933363,1.958123,1.920527,1.890951,1.860494,1.829378,1.798306,1.767476,1.736849,1.706365,1.675992,1.645727,1.615573,1.585534,1.555611,1.525800,1.496101,1.466509,1.437024,1.407642,1.378362,1.349181,1.320098,1.291112,1.262219,1.233417,1.204706,1.176083,1.147545,1.119091,1.090719,1.062427,1.034213,1.006074,0.978009,0.950016,0.922093,0.894238,0.866449,0.838723,0.811059,0.783455,0.755909,0.728419,0.700983,0.673598,0.646264,0.618977,0.591736,0.564539,0.537383,0.510268,0.483191,0.456149,0.429141,0.402165,0.375220,0.348302,0.321409,0.294541,0.267695,0.240869,0.214060,0.187268,0.160489,0.133723,0.106966,0.080218,0.053475,0.026737,
0.003358,0.006717,0.010077,0.013437,0.016799,0.020162,0.023528,0.026896,0.030267,0.033640,0.037018,0.040399,0.043784,0.047173,0.050568,0.053967,0.057372,0.060783,0.064200,0.067623,0.071054,0.074491,0.077936,0.081389,0.084850,0.088320,0.091799,0.095287,0.098784,0.102292,0.105810,0.109339,0.112878,0.116429,0.119992,0.123567,0.127154,0.130754,0.134367,0.137993,0.141634,0.145288,0.148957,0.152641,0.156341,0.160055,0.163786,0.167533,0.171297,0.175078,0.178876,0.182692,0.186526,0.190378,0.194250,0.198140,0.202050,0.205980,0.209930,0.213901,0.217893,0.221906,0.225941,0.229999,0.234078,0.238181,0.242306,0.246456,0.250629,0.254826,0.259049,0.263296,0.267569,0.271868,0.276192,0.280544,0.284922,0.289328,0.293762,0.298223,0.302714,0.307233,0.311781,0.316359,0.320967,0.325605,0.330275,0.334975,0.339707,0.344471,0.349268,0.354097,0.358959,0.363855,0.368785,0.373749,0.378748,0.383783,0.388852,0.393958,0.399100,0.404279,0.409495,0.414749,0.420041,0.425371,0.430739,0.436148,0.441595,0.447083,0.452611,0.458180,0.463791,0.469443,0.475137,0.480874,0.486653,0.492477,0.498344,0.504255,0.510211,0.516211,0.522258,0.528350,0.534489,0.540675,0.546907,0.553188,0.559516,0.565893,0.572319,0.578795,0.585320,0.591896,0.598522,0.605200,0.611929,0.618710,0.625544,0.632430,0.639370,0.646364,0.653412,0.660515,0.667673,0.674887,0.682156,0.689483,0.696866,0.704307,0.711805,0.719362,0.726978,0.734653,0.742388,0.750183,0.758039,0.765956,0.773934,0.781975,0.790078,0.798244,0.806473,0.814766,0.823124,0.831547,0.840035,0.848589,0.857209,0.865895,0.874649,0.883471,0.892361,0.901319,0.910347,0.919444,0.928611,0.937849,0.947158,0.956538,0.965991,0.975515,0.985113,0.994784,1.004529,1.014349,1.024243,1.034213,1.044258,1.054380,1.064578,1.074854,1.085207,1.095639,1.106150,1.116739,1.127409,1.138159,1.148989,1.159900,1.170893,1.181968,1.193125,1.204366,1.215690,1.227099,1.238594,1.250175,1.261841,1.273587,1.285406,1.297302,1.309304,1.321472,1.333842,1.346215,1.357886,1.368632,1.387352,1.343669,1.307959,1.271319,1.233972,1.196620,1.159461,1.122456,1.085544,1.048693,1.011899,0.975166,0.938496,0.901890,0.865344,0.828858,0.792426,0.756047,0.719718,0.683437,0.647201,0.611008,0.574856,0.538742,0.502664,0.466620,0.430606,0.394621,0.358663,0.322729,0.286816,0.250922,0.215045,0.179182,0.143331,0.107490,0.071656,0.035827,
0.002268,0.004536,0.006805,0.009075,0.011345,0.013617,0.015890,0.018164,0.020441,0.022719,0.025000,0.027283,0.029570,0.031859,0.034152,0.036448,0.038747,0.041051,0.043359,0.045671,0.047988,0.050310,0.052637,0.054970,0.057308,0.059652,0.062002,0.064358,0.066721,0.069090,0.071467,0.073851,0.076242,0.078641,0.081049,0.083464,0.085888,0.088320,0.090762,0.093212,0.095672,0.098142,0.100621,0.103111,0.105611,0.108122,0.110643,0.113176,0.115720,0.118275,0.120843,0.123422,0.126014,0.128619,0.131236,0.133866,0.136510,0.139167,0.141838,0.144523,0.147222,0.149936,0.152665,0.155408,0.158167,0.160942,0.163732,0.166539,0.169362,0.172201,0.175057,0.177931,0.180821,0.183730,0.186656,0.189600,0.192562,0.195544,0.198544,0.201563,0.204602,0.207660,0.210738,0.213837,0.216956,0.220096,0.223256,0.226438,0.229642,0.232867,0.236114,0.239384,0.242676,0.245992,0.249330,0.252692,0.256077,0.259486,0.262920,0.266378,0.269861,0.273369,0.276902,0.280461,0.284046,0.287657,0.291295,0.294959,0.298650,0.302369,0.306115,0.309889,0.313691,0.317522,0.321381,0.325269,0.329187,0.333134,0.337111,0.341118,0.345156,0.349225,0.353324,0.357455,0.361617,0.365812,0.370038,0.374298,0.378589,0.382915,0.387273,0.391665,0.396091,0.400552,0.405047,0.409577,0.414142,0.418743,0.423380,0.428052,0.432761,0.437507,0.442290,0.447111,0.451968,0.456864,0.461799,0.466771,0.471783,0.476834,0.481925,0.487055,0.492225,0.497436,0.502688,0.507981,0.513315,0.518691,0.524110,0.529570,0.535073,0.540620,0.546209,0.551842,0.557519,0.563241,0.569007,0.574818,0.580675,0.586577,0.592525,0.598519,0.604559,0.610647,0.616782,0.622964,0.629195,0.635473,0.641800,0.648176,0.654601,0.661076,0.667601,0.674175,0.680801,0.687477,0.694204,0.700983,0.707813,0.714696,0.721632,0.728620,0.735661,0.742756,0.749905,0.757108,0.764365,0.771677,0.779045,0.786468,0.793947,0.801482,0.809073,0.816721,0.824427,0.832190,0.840011,0.847890,0.855827,0.863824,0.871879,0.879995,0.888170,0.896404,0.904700,0.913056,0.921473,0.929953,0.938496,0.947103,0.955771,0.964495,0.973270,0.982099,0.991010,1.000063,1.009293,1.018503,1.026987,1.034521,1.050006,1.003062,0.964065,0.924115,0.883432,0.842719,0.802173,0.761756,0.721406,0.681091,0.640807,0.600558,0.560345,0.520169,0.480028,0.439919,0.399838,0.359782,0.319749,0.279735,0.239740,0.199760,0.159793,0.119836,0.079886,0.039942,
