0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,
0.000001,0.000002,0.000002,0.000003,0.000004,0.000005,0.000006,0.000008,0.000009,0.000010,0.000012,0.000014,0.000016,0.000018,0.000020,0.000023,0.000026,0.000030,0.000034,0.000039,0.000044,0.000050,0.000057,0.000064,0.000073,0.000083,0.000094,0.000106,0.000120,0.000136,0.000154,0.000175,0.000198,0.000225,0.000255,0.000288,0.000327,0.000370,0.000420,0.000475,0.000539,0.000610,0.000692,0.000784,0.000888,0.001006,0.001140,0.001292,0.001464,0.001658,0.001879,0.002129,0.002412,0.002733,0.003097,0.003509,0.003976,0.004505,0.005104,0.005783,0.006553,0.007425,0.008413,0.009532,0.010800,0.012237,0.013866,0.015710,0.017801,0.020169,0.022853,0.025894,0.029339,0.033243,0.037666,0.042678,0.048356,0.054790,0.062081,0.070341,0.079700,0.090305,0.102320,0.115935,0.131361,0.148839,0.168643,0.191082,0.216507,0.245314,0.277955,0.314939,0.356843,0.404324,0.458122,0.519078,0.588144,0.666401,0.755070,0.855536,0.969371,1.098352,1.244495,1.097881,0.968421,0.854093,0.753110,0.663894,0.585052,0.515351,0.453702,0.399143,0.350820,0.307979,0.269950,0.236139,0.206018,0.179115,0.155012,0.133330,0.113732,0.095910,0.079588,0.064508,0.050437,0.037154,0.024452,0.012131,
0.000010,0.000021,0.000032,0.000043,0.000054,0.000067,0.000080,0.000095,0.000110,0.000127,0.000146,0.000167,0.000189,0.000215,0.000243,0.000274,0.000309,0.000348,0.000391,0.000439,0.000493,0.000554,0.000621,0.000696,0.000781,0.000875,0.000980,0.001097,0.001229,0.001376,0.001540,0.001723,0.001928,0.002157,0.002412,0.002697,0.003015,0.003371,0.003767,0.004209,0.004702,0.005251,0.005864,0.006546,0.007306,0.008153,0.009096,0.010145,0.011312,0.012611,0.014054,0.015659,0.017441,0.019421,0.021619,0.024057,0.026762,0.029761,0.033084,0.036765,0.040839,0.045347,0.050331,0.055839,0.061921,0.068634,0.076036,0.084193,0.093175,0.103056,0.113917,0.125844,0.138928,0.153266,0.168960,0.186117,0.204848,0.225269,0.247498,0.271654,0.297856,0.326221,0.356862,0.389881,0.425369,0.463398,0.504017,0.547241,0.593044,0.641348,0.692007,0.744792,0.799373,0.855293,0.911941,0.968522,1.024015,1.077129,1.126248,1.169369,1.204026,1.227203,1.235231,1.224145,1.197879,1.160065,1.113688,1.061177,1.004500,0.945236,0.884636,0.823680,0.763122,0.703524,0.645294,0.588711,0.533947,0.481088,0.430149,0.381087,0.333812,0.288200,0.244093,0.201313,0.159663,0.118931,0.078896,0.039330,
0.000062,0.000125,0.000189,0.000255,0.000323,0.000396,0.000472,0.000554,0.000641,0.000736,0.000838,0.000949,0.001070,0.001203,0.001348,0.001507,0.001682,0.001875,0.002086,0.002320,0.002577,0.002860,0.003172,0.003516,0.003895,0.004313,0.004774,0.005281,0.005840,0.006456,0.007134,0.007880,0.008701,0.009603,0.010596,0.011686,0.012884,0.014199,0.015642,0.017225,0.018961,0.020862,0.022945,0.025224,0.027718,0.030444,0.033422,0.036674,0.040222,0.044091,0.048307,0.052897,0.057891,0.063319,0.069216,0.075615,0.082553,0.090070,0.098204,0.106999,0.116497,0.126744,0.137786,0.149671,0.162448,0.176165,0.190873,0.206620,0.223456,0.241427,0.260581,0.280961,0.302607,0.325556,0.349842,0.375491,0.402525,0.430958,0.460797,0.492041,0.524683,0.558706,0.594086,0.630794,0.668797,0.708063,0.748562,0.790277,0.833210,0.877396,0.922914,0.969914,1.018636,1.069445,1.122872,1.179661,1.240838,1.307781,1.382324,1.466865,1.564520,1.679287,1.816266,1.670425,1.546739,1.440050,1.346301,1.262319,1.185646,1.114390,1.047114,0.982731,0.920438,0.859641,0.799916,0.740960,0.682563,0.624584,0.566927,0.509530,0.452353,0.395365,0.338547,0.281877,0.225337,0.168904,0.112555,0.056263,
0.000233,0.000468,0.000707,0.000952,0.001205,0.001469,0.001745,0.002035,0.002343,0.002671,0.003021,0.003397,0.003800,0.004235,0.004705,0.005212,0.005763,0.006359,0.007006,0.007709,0.008472,0.009301,0.010201,0.011180,0.012243,0.013398,0.014652,0.016013,0.017491,0.019094,0.020832,0.022717,0.024758,0.026968,0.029360,0.031947,0.034744,0.037764,0.041025,0.044543,0.048334,0.052419,0.056816,0.061545,0.066628,0.072086,0.077942,0.084221,0.090945,0.098142,0.105837,0.114056,0.122827,0.132178,0.142137,0.152733,0.163994,0.175950,0.188630,0.202063,0.216277,0.231302,0.247165,0.263894,0.281517,0.300059,0.319546,0.340005,0.361460,0.383934,0.407454,0.432042,0.457724,0.484527,0.512477,0.541606,0.571945,0.603532,0.636410,0.670625,0.706235,0.743300,0.781891,0.822090,0.863981,0.907661,0.953226,1.000772,1.050390,1.102148,1.156086,1.212185,1.270348,1.330356,1.391824,1.454132,1.516340,1.577087,1.634442,1.685738,1.727341,1.754375,1.760370,1.738249,1.695034,1.637138,1.569382,1.495344,1.417639,1.338140,1.258159,1.178581,1.099975,1.022677,0.946855,0.872560,0.799761,0.728377,0.658292,0.589374,0.521485,0.454485,0.388241,0.322624,0.257514,0.192800,0.128375,0.064141,
0.000625,0.001254,0.001892,0.002542,0.003209,0.003897,0.004610,0.005353,0.006131,0.006948,0.007810,0.008721,0.009687,0.010714,0.011807,0.012973,0.014218,0.015549,0.016973,0.018497,0.020130,0.021878,0.023751,0.025758,0.027909,0.030212,0.032679,0.035320,0.038147,0.041171,0.044405,0.047861,0.051552,0.055494,0.059699,0.064184,0.068963,0.074052,0.079469,0.085229,0.091350,0.097851,0.104750,0.112065,0.119816,0.128023,0.136705,0.145884,0.155580,0.165813,0.176606,0.187981,0.199958,0.212561,0.225812,0.239733,0.254348,0.269681,0.285754,0.302591,0.320218,0.338659,0.357938,0.378083,0.399118,0.421071,0.443969,0.467841,0.492714,0.518618,0.545581,0.573634,0.602805,0.633123,0.664615,0.697306,0.731219,0.766372,0.802780,0.840449,0.879378,0.919557,0.960962,1.003560,1.047299,1.092115,1.137928,1.184645,1.232164,1.280382,1.329206,1.378574,1.428477,1.479006,1.530398,1.583116,1.637948,1.696142,1.759587,1.831048,1.914471,2.015388,2.141421,1.992647,1.868942,1.762634,1.668147,1.581485,1.499837,1.421267,1.344478,1.268634,1.193225,1.117966,1.042719,0.967444,0.892154,0.816894,0.741718,0.666678,0.591818,0.517166,0.442739,0.368536,0.294543,0.220733,0.147070,0.073509,
0.001303,0.002613,0.003936,0.005278,0.006647,0.008048,0.009488,0.010975,0.012515,0.014116,0.015784,0.017526,0.019352,0.021268,0.023282,0.025403,0.027639,0.029999,0.032492,0.035127,0.037913,0.040862,0.043982,0.047284,0.050779,0.054479,0.058395,0.062538,0.066921,0.071556,0.076456,0.081634,0.087105,0.092881,0.098977,0.105409,0.112189,0.119335,0.126862,0.134785,0.143121,0.151887,0.161099,0.170775,0.180933,0.191589,0.202764,0.214474,0.226739,0.239578,0.253010,0.267055,0.281732,0.297061,0.313063,0.329758,0.347165,0.365305,0.384199,0.403866,0.424327,0.445601,0.467706,0.490662,0.514486,0.539195,0.564804,0.591329,0.618781,0.647172,0.676512,0.706809,0.738068,0.770294,0.803489,0.837655,0.872792,0.908900,0.945982,0.984039,1.023080,1.063117,1.104170,1.146269,1.189456,1.233787,1.279335,1.326189,1.374452,1.424239,1.475668,1.528842,1.583827,1.640615,1.699065,1.758825,1.819216,1.879077,1.936545,1.988763,2.031482,2.058536,2.061148,2.029852,1.974068,1.902529,1.821355,1.734749,1.645525,1.555500,1.465791,1.377031,1.289531,1.203385,1.118562,1.034953,0.952413,0.870784,0.789914,0.709661,0.629900,0.550524,0.471446,0.392592,0.313905,0.235336,0.156849,0.078412,
0.002256,0.004520,0.006801,0.009108,0.011448,0.013830,0.016264,0.018757,0.021318,0.023957,0.026681,0.029502,0.032426,0.035465,0.038627,0.041922,0.045360,0.048951,0.052705,0.056633,0.060745,0.065053,0.069566,0.074297,0.079257,0.084458,0.089911,0.095630,0.101625,0.107911,0.114499,0.121404,0.128638,0.136215,0.144149,0.152454,0.161145,0.170236,0.179741,0.189676,0.200055,0.210895,0.222210,0.234016,0.246329,0.259164,0.272537,0.286465,0.300963,0.316046,0.331732,0.348035,0.364971,0.382555,0.400802,0.419728,0.439347,0.459673,0.480720,0.502501,0.525031,0.548321,0.572384,0.597232,0.622877,0.649332,0.676606,0.704713,0.733663,0.763469,0.794144,0.825699,0.858150,0.891511,0.925796,0.961022,0.997204,1.034359,1.072501,1.111643,1.151797,1.192965,1.235146,1.278328,1.322485,1.367577,1.413542,1.460298,1.507741,1.555742,1.604156,1.652833,1.701635,1.750476,1.799371,1.848524,1.898447,1.950138,2.005332,2.066851,2.139090,2.228674,2.345359,2.194579,2.070862,1.964411,1.868562,1.778883,1.692511,1.607675,1.523338,1.438951,1.354272,1.269249,1.183934,1.098426,1.012841,0.927288,0.841860,0.756626,0.671634,0.586908,0.502454,0.418260,0.334301,0.250542,0.166938,0.083442,
0.003420,0.006850,0.010299,0.013778,0.017296,0.020863,0.024489,0.028184,0.031957,0.035820,0.039782,0.043854,0.048045,0.052366,0.056828,0.061441,0.066216,0.071165,0.076297,0.081623,0.087157,0.092907,0.098887,0.105107,0.111580,0.118317,0.125331,0.132633,0.140235,0.148152,0.156394,0.164974,0.173906,0.183202,0.192875,0.202939,0.213406,0.224289,0.235603,0.247359,0.259573,0.272256,0.285423,0.299086,0.313259,0.327956,0.343189,0.358972,0.375318,0.392239,0.409750,0.427862,0.446588,0.465941,0.485934,0.506579,0.527888,0.549873,0.572546,0.595920,0.620005,0.644814,0.670358,0.696647,0.723692,0.751504,0.780092,0.809465,0.839631,0.870597,0.902368,0.934949,0.968342,1.002547,1.037562,1.073383,1.110003,1.147413,1.185603,1.224559,1.264269,1.304721,1.345906,1.387821,1.430472,1.473876,1.518067,1.563099,1.609053,1.656030,1.704162,1.753593,1.804474,1.856922,1.910980,1.966523,2.023141,2.079938,2.135261,2.186288,2.228463,2.254689,2.254219,2.215854,2.150758,2.069643,1.979572,1.885065,1.788909,1.692724,1.597369,1.503222,1.410369,1.318737,1.228172,1.138490,1.049511,0.961073,0.873038,0.785295,0.697759,0.610365,0.523066,0.435829,0.348631,0.261457,0.174298,0.087147,
0.004727,0.009464,0.014222,0.019013,0.023846,0.028732,0.033683,0.038708,0.043818,0.049025,0.054339,0.059771,0.065332,0.071033,0.076885,0.082899,0.089087,0.095459,0.102026,0.108801,0.115794,0.123017,0.130482,0.138199,0.146182,0.154440,0.162987,0.171833,0.180991,0.190473,0.200290,0.210454,0.220978,0.231873,0.243151,0.254824,0.266905,0.279405,0.292337,0.305711,0.319541,0.333838,0.348613,0.363880,0.379648,0.395931,0.412739,0.430085,0.447978,0.466431,0.485455,0.505060,0.525256,0.546055,0.567466,0.589499,0.612164,0.635469,0.659424,0.684035,0.709312,0.735261,0.761888,0.789200,0.817201,0.845898,0.875293,0.905390,0.936194,0.967706,0.999930,1.032869,1.066526,1.100905,1.136011,1.171849,1.208427,1.245752,1.283835,1.322686,1.362316,1.402736,1.443955,1.485975,1.528794,1.572396,1.616750,1.661804,1.707480,1.753670,1.800231,1.846993,1.893766,1.940366,1.986661,2.032652,2.078602,2.125239,2.174059,2.227780,2.291002,2.371151,2.479814,2.328062,2.204793,2.098388,2.001388,1.909165,1.818967,1.729268,1.639310,1.548800,1.457707,1.366133,1.274233,1.182170,1.090085,0.998094,0.906279,0.814690,0.723354,0.632276,0.541446,0.450840,0.360430,0.270180,0.180052,0.090005,
